videoId,raceId,focusDriverId,category,title,publishDatetime,durationSeconds,views,likes,comments,avgViewPct,engagement_rate,total_watch_time_hours,season,country,driverId,teamId,position,points,status,content_period
5268,202515.0,3.0,driver-focus,Luca Imai: the story so far,2025-09-08 21:48:46,1425,190141.0,10470.0,680.0,63.9,5.86,48094.0,2025.0,Netherlands,3.0,2.0,-1.0,0.0,Electrical,Race Season
5269,202515.0,-1.0,race-recap,Highlands Grand Prix 2025 race highlights and analysis,2025-09-09 01:04:50,1440,331812.0,12146.0,956.0,54.4,3.95,72202.0,2025.0,Netherlands,,,,,,Race Season
5270,202515.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-09-09 01:31:48,1305,128332.0,6280.0,357.0,46.2,5.17,21492.0,2025.0,Netherlands,8.0,4.0,5.0,10.0,Finished,Race Season
5271,202515.0,-1.0,tech-analysis,How the cars evolved for Highlands Grand Prix 2025,2025-09-11 10:50:16,1155,85756.0,3469.0,180.0,37.4,4.26,10290.0,2025.0,Netherlands,,,,,,Race Season
5272,202516.0,-1.0,qualifying-report,Sierra Nevada Grand Prix 2025 qualifying report,2025-09-20 10:06:22,600,127079.0,4959.0,287.0,53.3,4.13,11289.0,2025.0,Mexico,,,,,,Race Season
5273,202516.0,-1.0,race-recap,Sierra Nevada Grand Prix 2025 race highlights and analysis,2025-09-22 04:59:02,1080,174752.0,8678.0,639.0,50.4,5.33,26423.0,2025.0,Mexico,,,,,,Race Season
5274,202516.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-09-22 08:32:52,930,195600.0,6570.0,722.0,48.3,3.73,24406.0,2025.0,Mexico,4.0,2.0,1.0,25.0,Finished,Race Season
5275,202516.0,3.0,driver-focus,Luca Imai: the story so far,2025-09-23 12:30:54,720,122321.0,4939.0,353.0,56.9,4.33,13920.0,2025.0,Mexico,3.0,2.0,3.0,15.0,Finished,Race Season
5276,202517.0,-1.0,qualifying-report,Danube Grand Prix 2025 qualifying report,2025-10-03 05:37:40,1305,90746.0,3636.0,178.0,49.2,4.2,16185.0,2025.0,Hungary,,,,,,Race Season
5277,202517.0,-1.0,race-recap,Danube Grand Prix 2025 race highlights and analysis,2025-10-03 22:40:09,1260,220274.0,8701.0,619.0,51.4,4.23,39627.0,2025.0,Hungary,,,,,,Race Season
5278,202517.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-10-06 16:39:51,855,121542.0,5272.0,322.0,39.2,4.6,11316.0,2025.0,Hungary,8.0,4.0,9.0,2.0,Finished,Race Season
5279,202517.0,-1.0,tech-analysis,How the cars evolved for Danube Grand Prix 2025,2025-10-08 08:41:26,480,58028.0,2294.0,158.0,38.3,4.23,2963.0,2025.0,Hungary,,,,,,Race Season
5280,202518.0,-1.0,race-recap,Fjordland Grand Prix 2025 race highlights and analysis,2025-10-17 01:44:14,480,182415.0,6874.0,476.0,39.7,4.03,9656.0,2025.0,Norway,,,,,,Race Season
5281,202518.0,3.0,driver-focus,Luca Imai: the story so far,2025-10-17 14:06:39,1185,150627.0,5196.0,488.0,52.4,3.77,25981.0,2025.0,Norway,3.0,2.0,1.0,25.0,Finished,Race Season
5282,202518.0,3.0,driver-focus,Luca Imai: the story so far,2025-10-18 10:56:25,1335,277574.0,9583.0,590.0,52.8,3.66,54349.0,2025.0,Norway,3.0,2.0,1.0,25.0,Finished,Race Season
5283,202518.0,-1.0,tech-analysis,How the cars evolved for Fjordland Grand Prix 2025,2025-10-18 20:28:19,1230,107128.0,3328.0,319.0,50.2,3.4,18374.0,2025.0,Norway,,,,,,Race Season
5284,202518.0,3.0,driver-focus,Luca Imai: the story so far,2025-10-19 20:11:57,960,172433.0,7308.0,656.0,52.6,4.62,24187.0,2025.0,Norway,3.0,2.0,1.0,25.0,Finished,Race Season
5285,202519.0,-1.0,qualifying-report,Atlas Grand Prix 2025 qualifying report,2025-10-28 21:30:45,1035,99478.0,3569.0,301.0,45.6,3.89,13042.0,2025.0,Morocco,,,,,,Race Season
5286,202519.0,-1.0,race-recap,Atlas Grand Prix 2025 race highlights and analysis,2025-10-31 03:58:27,1440,320482.0,13799.0,906.0,47.7,4.59,61148.0,2025.0,Morocco,,,,,,Race Season
5287,202519.0,1.0,driver-focus,Kasper Renn: the story so far,2025-10-31 06:22:59,1140,95980.0,4725.0,348.0,47.0,5.29,14285.0,2025.0,Morocco,1.0,1.0,1.0,25.0,Finished,Race Season
5288,202519.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-11-01 08:00:37,750,133917.0,5639.0,720.0,48.7,4.75,13587.0,2025.0,Morocco,4.0,2.0,4.0,12.0,Finished,Race Season
5289,202519.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-11-01 20:53:13,1485,146030.0,5193.0,517.0,45.4,3.91,27348.0,2025.0,Morocco,8.0,4.0,14.0,0.0,Finished,Race Season
5290,202520.0,-1.0,race-recap,Emerald Grand Prix 2025 race highlights and analysis,2025-11-12 14:46:18,1185,191889.0,7702.0,736.0,50.9,4.4,32150.0,2025.0,Ireland,,,,,,Race Season
5291,202520.0,1.0,driver-focus,Kasper Renn: the story so far,2025-11-13 13:40:07,885,76005.0,3278.0,419.0,44.2,4.86,8259.0,2025.0,Ireland,1.0,1.0,1.0,25.0,Finished,Race Season
5292,202520.0,-1.0,tech-analysis,How the cars evolved for Emerald Grand Prix 2025,2025-11-13 19:56:37,555,98438.0,4789.0,345.0,52.5,5.22,7967.0,2025.0,Ireland,,,,,,Race Season
5293,202520.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-11-14 13:23:28,840,165622.0,6015.0,375.0,47.3,3.86,18279.0,2025.0,Ireland,4.0,2.0,2.0,18.0,Finished,Race Season
5294,202520.0,1.0,driver-focus,Kasper Renn: the story so far,2025-11-14 21:14:18,810,60306.0,2455.0,181.0,43.2,4.37,5862.0,2025.0,Ireland,1.0,1.0,1.0,25.0,Finished,Race Season
5295,202521.0,-1.0,qualifying-report,Golden Gate Grand Prix 2025 qualifying report,2025-11-24 05:55:42,1095,139076.0,5563.0,507.0,51.6,4.36,21828.0,2025.0,United States,,,,,,Race Season
5296,202521.0,-1.0,race-recap,Golden Gate Grand Prix 2025 race highlights and analysis,2025-11-25 14:51:12,585,248672.0,9792.0,808.0,51.1,4.26,20649.0,2025.0,United States,,,,,,Race Season
5297,202521.0,-1.0,tech-analysis,How the cars evolved for Golden Gate Grand Prix 2025,2025-11-27 04:53:46,1290,95944.0,3746.0,200.0,47.9,4.11,16468.0,2025.0,United States,,,,,,Race Season
5298,202521.0,12.0,driver-focus,Wei Tan: the story so far,2025-11-27 10:25:21,1350,175421.0,6609.0,449.0,38.9,4.02,25590.0,2025.0,United States,12.0,6.0,13.0,0.0,Finished,Race Season
5299,202521.0,3.0,driver-focus,Luca Imai: the story so far,2025-11-27 15:06:17,1335,201832.0,4989.0,434.0,42.3,2.69,31660.0,2025.0,United States,3.0,2.0,4.0,12.0,Finished,Race Season
5300,202521.0,12.0,driver-focus,Wei Tan: the story so far,2025-11-27 16:43:10,1065,136909.0,5951.0,291.0,44.8,4.56,18145.0,2025.0,United States,12.0,6.0,13.0,0.0,Finished,Race Season
5301,202522.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-12-08 20:57:04,735,0.0,0.0,0.0,55.9,,0.0,2025.0,United Arab Emirates,4.0,2.0,1.0,25.0,Finished,Race Season
5302,202522.0,12.0,driver-focus,Wei Tan: the story so far,2025-12-09 01:03:07,840,0.0,0.0,0.0,52.4,,0.0,2025.0,United Arab Emirates,12.0,6.0,14.0,0.0,Finished,Race Season
5303,202522.0,-1.0,race-recap,Apex City Grand Prix 2025 race highlights and analysis,2025-12-09 16:06:07,1005,0.0,0.0,0.0,42.5,,0.0,2025.0,United Arab Emirates,,,,,,Race Season
5304,202522.0,1.0,driver-focus,Kasper Renn: the story so far,2025-12-10 12:47:18,660,0.0,0.0,0.0,32.2,,0.0,2025.0,United Arab Emirates,1.0,1.0,2.0,18.0,Finished,Race Season
5305,202522.0,-1.0,tech-analysis,How the cars evolved for Apex City Grand Prix 2025,2025-12-11 02:30:05,1230,0.0,0.0,0.0,47.0,,0.0,2025.0,United Arab Emirates,,,,,,Race Season
